City,State,Zipcode,Gender,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
New Britain city, Connecticut,50370,Male,334.0,1354.0,3049.0,3791.0,2559.0,1126.0,1350.0,306.0,519.0,641.0,759.0,89.0,2013
New Haven city, Connecticut,52000,Male,548.0,2676.0,5696.0,4168.0,3805.0,1090.0,3676.0,286.0,406.0,1062.0,1004.0,349.0,2013
Norwalk city, Connecticut,55990,Male,415.0,2319.0,5494.0,4245.0,3150.0,765.0,2751.0,312.0,711.0,785.0,1342.0,1141.0,2013
Stamford city, Connecticut,73000,Male,362.0,5128.0,6475.0,5911.0,4866.0,1496.0,4226.0,399.0,1054.0,1321.0,3567.0,1482.0,2013
Waterbury city, Connecticut,80000,Male,265.0,2011.0,2687.0,6157.0,2082.0,1447.0,3106.0,112.0,403.0,1082.0,917.0,636.0,2013
Wilmington city, Delaware,77580,Male,170.0,1808.0,1691.0,1552.0,1926.0,976.0,2217.0,473.0,71.0,714.0,587.0,53.0,2013
Washington city, District of Columbia,50000,Male,3339.0,6308.0,10698.0,21071.0,23831.0,11841.0,30834.0,7922.0,8825.0,16726.0,9149.0,4695.0,2013
Alafaya CDP, Florida,00410,Male,137.0,507.0,1497.0,1859.0,3055.0,719.0,5646.0,1511.0,647.0,4247.0,701.0,750.0,2013
Boca Raton city, Florida,07300,Male,508.0,3413.0,3816.0,3778.0,2932.0,692.0,1705.0,670.0,997.0,907.0,1293.0,287.0,2013
Boynton Beach city, Florida,07875,Male,737.0,1002.0,980.0,2331.0,2684.0,2829.0,1946.0,136.0,990.0,1026.0,1029.0,85.0,2013
Brandon CDP, Florida,08150,Male,126.0,2099.0,3777.0,4504.0,3742.0,2065.0,4650.0,855.0,1071.0,2847.0,1332.0,369.0,2013
Cape Coral city, Florida,10275,Male,271.0,907.0,3713.0,4650.0,3571.0,2364.0,7155.0,1850.0,1237.0,2619.0,1839.0,953.0,2013
Clearwater city, Florida,12875,Male,1132.0,1905.0,2856.0,3127.0,3956.0,1906.0,3610.0,658.0,996.0,2042.0,1198.0,269.0,2013
Coral Springs city, Florida,14400,Male,211.0,1244.0,2331.0,4636.0,3755.0,1107.0,6715.0,1152.0,1922.0,4447.0,2081.0,321.0,2013
Davie town, Florida,16475,Male,514.0,973.0,1940.0,4322.0,3362.0,1937.0,4161.0,1075.0,2095.0,1973.0,1539.0,173.0,2013
Deerfield Beach city, Florida,16725,Male,539.0,1658.0,2303.0,2348.0,2741.0,1403.0,2576.0,788.0,299.0,371.0,527.0,833.0,2013
Deltona city, Florida,17200,Male,0.0,819.0,603.0,2406.0,1525.0,1207.0,3247.0,638.0,599.0,1576.0,2807.0,392.0,2013
Fort Lauderdale city, Florida,24000,Male,1648.0,4575.0,4736.0,6792.0,5805.0,3246.0,6719.0,717.0,1834.0,3350.0,2047.0,1144.0,2013
Fort Myers city, Florida,24125,Male,488.0,982.0,1495.0,1698.0,1672.0,463.0,1727.0,375.0,51.0,396.0,1915.0,117.0,2013
Gainesville city, Florida,25175,Male,947.0,5024.0,6530.0,7480.0,2472.0,807.0,1917.0,67.0,176.0,295.0,276.0,126.0,2013
Hialeah city, Florida,30000,Male,292.0,2217.0,8627.0,6714.0,14910.0,2489.0,8549.0,1062.0,1844.0,2328.0,2009.0,136.0,2013
Hollywood city, Florida,32000,Male,148.0,2719.0,3124.0,4324.0,7438.0,4108.0,6111.0,733.0,1251.0,1981.0,1242.0,754.0,2013
Jacksonville city, Florida,35000,Male,1906.0,13215.0,23250.0,29690.0,44199.0,16004.0,35421.0,5491.0,3980.0,9620.0,4196.0,3884.0,2013
Kendall CDP, Florida,36100,Male,52.0,1178.0,643.0,2485.0,1117.0,822.0,3475.0,737.0,827.0,2221.0,1896.0,738.0,2013
Kissimmee city, Florida,36950,Male,0.0,412.0,259.0,2926.0,2153.0,1252.0,5603.0,394.0,884.0,853.0,665.0,513.0,2013
Lakeland city, Florida,38250,Male,591.0,1766.0,2930.0,3988.0,3364.0,945.0,2022.0,465.0,630.0,1653.0,741.0,84.0,2013
Largo city, Florida,39425,Male,614.0,1390.0,2791.0,4082.0,4841.0,1238.0,1201.0,170.0,231.0,853.0,1008.0,108.0,2013
Lauderhill city, Florida,39550,Male,26.0,264.0,690.0,2509.0,2233.0,1130.0,2427.0,187.0,268.0,729.0,1767.0,547.0,2013
Lehigh Acres CDP, Florida,39925,Male,345.0,1260.0,1281.0,1724.0,1930.0,1705.0,6716.0,566.0,1301.0,4265.0,2913.0,529.0,2013
Melbourne city, Florida,43975,Male,156.0,1766.0,2256.0,4141.0,3039.0,437.0,1537.0,0.0,213.0,407.0,207.0,534.0,2013
Miami city, Florida,45000,Male,3364.0,5358.0,14005.0,14708.0,20577.0,6109.0,17726.0,2061.0,5148.0,6939.0,2895.0,2441.0,2013
Miami Beach city, Florida,45025,Male,475.0,2220.0,4360.0,3392.0,5099.0,1726.0,4232.0,1080.0,1433.0,1819.0,852.0,469.0,2013
Miami Gardens city, Florida,45060,Male,92.0,154.0,2066.0,3527.0,2998.0,2044.0,6461.0,861.0,1455.0,1927.0,1280.0,896.0,2013
Miramar city, Florida,45975,Male,106.0,557.0,954.0,3666.0,4521.0,2790.0,7800.0,966.0,3055.0,4228.0,2555.0,611.0,2013
Orlando city, Florida,53000,Male,738.0,3707.0,9640.0,12264.0,11372.0,3207.0,10076.0,2497.0,2117.0,3829.0,1786.0,1395.0,2013
Palm Bay city, Florida,54000,Male,222.0,854.0,2461.0,5120.0,2935.0,1202.0,4375.0,613.0,786.0,2550.0,1064.0,388.0,2013
Palm Coast city, Florida,54200,Male,54.0,1490.0,1974.0,1506.0,1803.0,687.0,2795.0,699.0,302.0,688.0,631.0,352.0,2013
Pembroke Pines city, Florida,55775,Male,622.0,714.0,2510.0,5350.0,5037.0,2952.0,7814.0,1151.0,1381.0,4351.0,3307.0,1756.0,2013
Pine Hills CDP, Florida,56825,Male,0.0,267.0,747.0,2160.0,1095.0,516.0,5826.0,206.0,931.0,1398.0,962.0,435.0,2013
Plantation city, Florida,57425,Male,646.0,1453.0,3159.0,3944.0,4087.0,2124.0,2574.0,1087.0,801.0,2678.0,1392.0,113.0,2013
Pompano Beach city, Florida,58050,Male,798.0,1197.0,3275.0,3387.0,3345.0,1399.0,5229.0,490.0,738.0,1585.0,1212.0,470.0,2013
Port St. Lucie city, Florida,58715,Male,779.0,1414.0,4830.0,6184.0,5959.0,1951.0,4470.0,859.0,1205.0,3222.0,2121.0,2076.0,2013
Riverview CDP, Florida,60950,Male,89.0,455.0,752.0,2558.0,2217.0,1845.0,2757.0,240.0,1389.0,3787.0,2068.0,288.0,2013
St. Petersburg city, Florida,63000,Male,837.0,5935.0,8258.0,10125.0,10155.0,3305.0,8536.0,1058.0,1673.0,2997.0,1101.0,991.0,2013
Spring Hill CDP, Florida,68350,Male,506.0,1252.0,1936.0,2377.0,2147.0,774.0,1583.0,126.0,600.0,1517.0,2838.0,341.0,2013
Sunrise city, Florida,69700,Male,0.0,939.0,2267.0,2488.0,2161.0,2206.0,3207.0,637.0,1726.0,1991.0,1253.0,832.0,2013
Tallahassee city, Florida,70600,Male,1867.0,5640.0,8065.0,10451.0,6469.0,2338.0,4113.0,174.0,490.0,873.0,932.0,414.0,2013
Tampa city, Florida,71000,Male,2997.0,6881.0,12986.0,13954.0,15197.0,5016.0,11528.0,1687.0,2607.0,4864.0,2927.0,1408.0,2013
Town 'n' Country CDP, Florida,72145,Male,202.0,1157.0,3092.0,2697.0,3873.0,1624.0,2770.0,477.0,785.0,1353.0,446.0,300.0,2013
Weston city, Florida,76582,Male,269.0,1033.0,976.0,1630.0,1878.0,795.0,1962.0,995.0,853.0,2325.0,1914.0,500.0,2013
West Palm Beach city, Florida,76600,Male,91.0,1822.0,4173.0,5672.0,3626.0,1367.0,3439.0,189.0,277.0,1418.0,1416.0,237.0,2013
Albany city, Georgia,01052,Male,359.0,1218.0,2953.0,2219.0,1954.0,213.0,836.0,177.0,0.0,213.0,187.0,441.0,2013
Athens-Clarke County unified government (balance), Georgia,03440,Male,1042.0,2737.0,6333.0,6090.0,3161.0,780.0,2030.0,99.0,894.0,1636.0,1141.0,493.0,2013
Atlanta city, Georgia,04000,Male,1479.0,7090.0,11796.0,20228.0,25000.0,5885.0,12434.0,1835.0,2087.0,6695.0,2635.0,2700.0,2013
Augusta-Richmond County consolidated government (balance), Georgia,04204,Male,846.0,4181.0,6493.0,9241.0,6656.0,1660.0,2778.0,603.0,261.0,1253.0,307.0,457.0,2013
Columbus city, Georgia,19000,Male,1163.0,3147.0,6811.0,8151.0,6272.0,3158.0,5188.0,922.0,306.0,1257.0,625.0,807.0,2013
Johns Creek city, Georgia,42425,Male,210.0,661.0,1150.0,2370.0,3070.0,1058.0,3020.0,1002.0,850.0,1606.0,2369.0,715.0,2013
Macon city, Georgia,49000,Male,455.0,1361.0,2749.0,2437.0,1751.0,414.0,1821.0,269.0,0.0,740.0,32.0,279.0,2013
Roswell city, Georgia,67284,Male,1172.0,1942.0,1940.0,3241.0,2643.0,2285.0,2730.0,646.0,1804.0,2179.0,1766.0,457.0,2013
Sandy Springs city, Georgia,68516,Male,465.0,1931.0,3180.0,3879.0,4228.0,2000.0,4429.0,515.0,1917.0,1146.0,2382.0,381.0,2013
Savannah city, Georgia,69000,Male,782.0,3877.0,4062.0,4656.0,5081.0,2041.0,3643.0,897.0,451.0,741.0,770.0,87.0,2013
Warner Robins city, Georgia,80508,Male,257.0,1540.0,1646.0,5145.0,3667.0,843.0,1088.0,200.0,91.0,255.0,57.0,0.0,2013
Urban Honolulu CDP, Hawaii,71550,Male,860.0,6727.0,12573.0,17222.0,15481.0,5588.0,16365.0,1278.0,2467.0,5459.0,2942.0,589.0,2013
Boise City city, Idaho,08830,Male,1505.0,5872.0,10164.0,11588.0,10954.0,4079.0,4446.0,742.0,1079.0,1067.0,1148.0,968.0,2013
Meridian city, Idaho,52120,Male,346.0,1276.0,3178.0,4902.0,4246.0,1628.0,3493.0,245.0,682.0,232.0,138.0,0.0,2013
Nampa city, Idaho,56260,Male,210.0,1701.0,2436.0,2590.0,2866.0,1209.0,4332.0,1385.0,1098.0,371.0,367.0,237.0,2013
Arlington Heights village, Illinois,02154,Male,379.0,1656.0,1809.0,1959.0,2700.0,1894.0,2047.0,1069.0,1320.0,2624.0,2059.0,738.0,2013
Aurora city, Illinois,03012,Male,307.0,1811.0,4120.0,8818.0,5855.0,2949.0,9265.0,1633.0,1480.0,5627.0,5261.0,1954.0,2013
Bloomington city, Illinois,06613,Male,1442.0,4360.0,6037.0,4312.0,2212.0,369.0,803.0,177.0,38.0,497.0,601.0,376.0,2013
Bolingbrook village, Illinois,07133,Male,44.0,840.0,2675.0,2519.0,1988.0,667.0,2679.0,825.0,1509.0,2034.0,2164.0,663.0,2013
Champaign city, Illinois,12385,Male,584.0,3652.0,6549.0,4381.0,1284.0,455.0,1232.0,0.0,78.0,543.0,108.0,74.0,2013
Chicago city, Illinois,14000,Male,8215.0,23417.0,45408.0,62174.0,79474.0,37539.0,124236.0,24055.0,42611.0,82227.0,70561.0,21717.0,2013
Cicero town, Illinois,14351,Male,429.0,426.0,942.0,2586.0,2076.0,619.0,3530.0,848.0,2013.0,2684.0,2107.0,516.0,2013
Decatur city, Illinois,18823,Male,82.0,2784.0,3925.0,3932.0,1726.0,470.0,300.0,116.0,136.0,479.0,405.0,231.0,2013
Elgin city, Illinois,23074,Male,256.0,1798.0,2848.0,4579.0,2668.0,1251.0,2942.0,1806.0,1261.0,4608.0,3069.0,714.0,2013
Evanston city, Illinois,24582,Male,265.0,1034.0,2004.0,1806.0,1269.0,583.0,1803.0,642.0,708.0,2243.0,2760.0,717.0,2013
Joliet city, Illinois,38570,Male,406.0,2341.0,3045.0,4890.0,3671.0,2123.0,5390.0,1535.0,1717.0,4018.0,4018.0,1434.0,2013
Naperville city, Illinois,51622,Male,475.0,2135.0,3213.0,4517.0,3464.0,2390.0,4142.0,1367.0,2144.0,4834.0,5809.0,1519.0,2013
Palatine village, Illinois,57225,Male,138.0,1837.0,2254.0,2848.0,2507.0,1041.0,2815.0,1087.0,1314.0,1184.0,1243.0,732.0,2013
Peoria city, Illinois,59000,Male,541.0,3023.0,4708.0,5158.0,5698.0,1769.0,1821.0,365.0,83.0,598.0,337.0,333.0,2013
Rockford city, Illinois,65000,Male,1354.0,3590.0,6645.0,6687.0,4385.0,1497.0,1797.0,825.0,763.0,1538.0,1282.0,530.0,2013
Schaumburg village, Illinois,68003,Male,300.0,1638.0,2906.0,2185.0,2964.0,1584.0,2341.0,1166.0,1104.0,2362.0,2072.0,628.0,2013
Skokie village, Illinois,70122,Male,294.0,621.0,2077.0,1500.0,1941.0,834.0,2737.0,437.0,853.0,1535.0,1286.0,243.0,2013
Springfield city, Illinois,72000,Male,864.0,5663.0,5326.0,7623.0,3318.0,984.0,1078.0,34.0,712.0,554.0,335.0,221.0,2013
Waukegan city, Illinois,79293,Male,522.0,2388.0,2746.0,2974.0,3238.0,1465.0,3234.0,1330.0,1922.0,1695.0,1312.0,202.0,2013
Bloomington city, Indiana,05860,Male,504.0,6922.0,4315.0,3449.0,859.0,333.0,642.0,55.0,70.0,417.0,298.0,0.0,2013
Carmel city, Indiana,10342,Male,424.0,2432.0,2761.0,2412.0,2936.0,1452.0,2755.0,1260.0,1573.0,2599.0,780.0,272.0,2013
Evansville city, Indiana,22000,Male,441.0,2233.0,5316.0,6537.0,3747.0,1386.0,2457.0,543.0,295.0,885.0,332.0,228.0,2013
Fishers town, Indiana,23278,Male,334.0,900.0,2718.0,3084.0,1941.0,2121.0,3693.0,1091.0,1114.0,2460.0,767.0,747.0,2013
Fort Wayne city, Indiana,25000,Male,2171.0,4713.0,10854.0,12472.0,12206.0,3838.0,4734.0,680.0,1059.0,1952.0,1645.0,1159.0,2013
Gary city, Indiana,27000,Male,366.0,752.0,856.0,1604.0,1997.0,1001.0,1264.0,205.0,490.0,623.0,410.0,152.0,2013
Hammond city, Indiana,31000,Male,82.0,1781.0,2631.0,1929.0,3558.0,821.0,1678.0,310.0,1001.0,1995.0,1190.0,331.0,2013
Indianapolis city (balance), Indiana,36003,Male,5010.0,15929.0,21610.0,31960.0,40389.0,17951.0,29783.0,6064.0,5418.0,9950.0,5755.0,2566.0,2013
Lafayette city, Indiana,40788,Male,1033.0,4484.0,4005.0,4365.0,1710.0,312.0,898.0,191.0,232.0,199.0,294.0,75.0,2013
Muncie city, Indiana,51876,Male,635.0,2345.0,2827.0,2982.0,1860.0,341.0,1539.0,339.0,220.0,611.0,556.0,665.0,2013
South Bend city, Indiana,71000,Male,140.0,3053.0,4624.0,4427.0,3138.0,1444.0,2392.0,463.0,767.0,665.0,995.0,264.0,2013
Cedar Rapids city, Iowa,12000,Male,294.0,4950.0,8828.0,7546.0,3678.0,1919.0,1545.0,624.0,969.0,768.0,901.0,422.0,2013
Davenport city, Iowa,19000,Male,605.0,3268.0,4587.0,4869.0,4513.0,1522.0,1319.0,201.0,386.0,546.0,564.0,688.0,2013
Des Moines city, Iowa,21000,Male,1389.0,6327.0,9419.0,13141.0,9222.0,3389.0,6286.0,534.0,902.0,2725.0,531.0,756.0,2013
Iowa City city, Iowa,38595,Male,1068.0,3661.0,3710.0,4562.0,1429.0,473.0,2404.0,216.0,346.0,517.0,121.0,0.0,2013
Sioux City city, Iowa,73335,Male,767.0,3878.0,5166.0,5155.0,2580.0,1132.0,1868.0,108.0,0.0,462.0,628.0,107.0,2013
Waterloo city, Iowa,82425,Male,343.0,3014.0,6163.0,4098.0,1610.0,280.0,776.0,0.0,63.0,179.0,112.0,85.0,2013
Kansas City city, Kansas,36000,Male,403.0,2392.0,4903.0,6966.0,6079.0,2122.0,6072.0,745.0,861.0,961.0,419.0,1000.0,2013
Lawrence city, Kansas,38900,Male,746.0,4011.0,4755.0,4991.0,3238.0,1349.0,1933.0,384.0,625.0,1571.0,339.0,43.0,2013
Olathe city, Kansas,52575,Male,516.0,3722.0,6612.0,7536.0,5965.0,2517.0,4537.0,995.0,1075.0,1770.0,410.0,372.0,2013
Overland Park city, Kansas,53775,Male,1089.0,4319.0,6901.0,11388.0,8576.0,3557.0,5511.0,1074.0,1069.0,1890.0,708.0,727.0,2013
Topeka city, Kansas,71000,Male,606.0,5038.0,6264.0,6963.0,3460.0,400.0,1781.0,307.0,80.0,607.0,1260.0,743.0,2013
Wichita city, Kansas,79000,Male,1783.0,11302.0,18869.0,22068.0,21463.0,5130.0,7576.0,473.0,830.0,1670.0,468.0,673.0,2013
Lexington-Fayette urban county, Kentucky,46027,Male,1920.0,6980.0,14061.0,16540.0,15580.0,4383.0,8554.0,1284.0,936.0,3499.0,1832.0,1234.0,2013
Louisville/Jefferson County metro government (balance), Kentucky,48006,Male,3461.0,11033.0,18468.0,26601.0,32305.0,14033.0,19517.0,1827.0,2730.0,4780.0,3980.0,1731.0,2013
Baton Rouge city, Louisiana,05000,Male,645.0,5219.0,7718.0,9107.0,11840.0,1338.0,5691.0,378.0,463.0,2635.0,3896.0,519.0,2013
Bossier City city, Louisiana,08920,Male,563.0,2605.0,4045.0,5345.0,2209.0,389.0,1206.0,260.0,119.0,373.0,639.0,0.0,2013
Kenner city, Louisiana,39475,Male,283.0,1012.0,1577.0,2893.0,3072.0,1328.0,3628.0,655.0,425.0,1043.0,552.0,406.0,2013
Lafayette city, Louisiana,40735,Male,1001.0,3507.0,5703.0,6605.0,3208.0,1413.0,3298.0,487.0,261.0,922.0,2091.0,1800.0,2013
Lake Charles city, Louisiana,41155,Male,352.0,3503.0,2508.0,5171.0,2086.0,841.0,1471.0,0.0,0.0,100.0,128.0,618.0,2013
Metairie CDP, Louisiana,50115,Male,1015.0,3064.0,5502.0,6770.0,8235.0,4161.0,6205.0,854.0,739.0,1493.0,1483.0,536.0,2013
New Orleans city, Louisiana,55000,Male,1977.0,7317.0,13436.0,13446.0,15153.0,5087.0,13731.0,888.0,2492.0,3909.0,2973.0,1437.0,2013
Shreveport city, Louisiana,70000,Male,574.0,2510.0,7153.0,9901.0,13619.0,875.0,3524.0,303.0,390.0,629.0,752.0,929.0,2013
Portland city, Maine,60545,Male,922.0,1197.0,4712.0,3453.0,1865.0,580.0,1085.0,419.0,294.0,239.0,686.0,308.0,2013
Baltimore city, Maryland,04000,Male,1429.0,5246.0,11542.0,17096.0,19233.0,8944.0,21974.0,4913.0,5854.0,9942.0,9443.0,7647.0,2013
Bethesda CDP, Maryland,07125,Male,347.0,299.0,1655.0,1627.0,1428.0,1409.0,2850.0,829.0,1650.0,2358.0,817.0,195.0,2013
Columbia CDP, Maryland,19125,Male,539.0,1587.0,3744.0,3345.0,4026.0,1753.0,4532.0,1222.0,1447.0,2773.0,2761.0,1122.0,2013
Ellicott City CDP, Maryland,26000,Male,92.0,374.0,2552.0,2458.0,2889.0,1111.0,2804.0,508.0,901.0,1642.0,1322.0,508.0,2013
Frederick city, Maryland,30325,Male,375.0,1814.0,2526.0,3086.0,1310.0,35.0,1288.0,61.0,361.0,2265.0,2927.0,1912.0,2013
Gaithersburg city, Maryland,31175,Male,391.0,553.0,2071.0,1574.0,2285.0,530.0,2030.0,504.0,1106.0,2611.0,3125.0,686.0,2013
Germantown CDP, Maryland,32025,Male,122.0,453.0,2172.0,2657.0,3321.0,1838.0,3604.0,966.0,1440.0,3134.0,4250.0,2304.0,2013
Glen Burnie CDP, Maryland,32650,Male,232.0,822.0,1151.0,3571.0,2102.0,1203.0,2511.0,193.0,428.0,1091.0,1490.0,396.0,2013
Silver Spring CDP, Maryland,72450,Male,288.0,899.0,1173.0,1173.0,3570.0,2274.0,5048.0,1011.0,1312.0,3079.0,1210.0,819.0,2013
Waldorf CDP, Maryland,81175,Male,46.0,546.0,1378.0,2136.0,1128.0,984.0,1103.0,315.0,1217.0,3017.0,3501.0,1073.0,2013
Boston city, Massachusetts,07000,Male,4072.0,9000.0,15273.0,20943.0,23453.0,11380.0,29657.0,5566.0,9818.0,16661.0,15995.0,2888.0,2013
Brockton city, Massachusetts,09000,Male,591.0,1078.0,1589.0,2154.0,2093.0,1377.0,2526.0,1025.0,628.0,2810.0,2460.0,696.0,2013
Cambridge city, Massachusetts,11000,Male,623.0,2657.0,3836.0,4155.0,3983.0,1278.0,5014.0,1187.0,1722.0,1452.0,984.0,166.0,2013
Fall River city, Massachusetts,23000,Male,554.0,1273.0,2594.0,2508.0,2014.0,495.0,1237.0,597.0,898.0,753.0,1378.0,506.0,2013
Framingham CDP, Massachusetts,24960,Male,6.0,935.0,1307.0,1619.0,2262.0,1451.0,3612.0,588.0,1222.0,2120.0,879.0,364.0,2013
Lawrence city, Massachusetts,34550,Male,425.0,1498.0,1918.0,3527.0,1959.0,1345.0,1451.0,990.0,1276.0,1224.0,769.0,0.0,2013
Lowell city, Massachusetts,37000,Male,553.0,1530.0,3392.0,4551.0,3558.0,2098.0,4320.0,787.0,850.0,2404.0,942.0,541.0,2013
Lynn city, Massachusetts,37490,Male,39.0,1598.0,2726.0,2767.0,2807.0,1382.0,3823.0,497.0,1233.0,1751.0,1629.0,729.0,2013
New Bedford city, Massachusetts,45000,Male,840.0,1507.0,3781.0,3720.0,1837.0,980.0,1465.0,335.0,554.0,1397.0,1828.0,847.0,2013
Newton city, Massachusetts,45560,Male,319.0,1104.0,1619.0,2962.0,3620.0,1616.0,3351.0,1118.0,1333.0,3000.0,608.0,0.0,2013
Quincy city, Massachusetts,55745,Male,263.0,1327.0,1964.0,2112.0,3138.0,803.0,3758.0,512.0,1668.0,5489.0,2748.0,547.0,2013
Somerville city, Massachusetts,62535,Male,474.0,1184.0,1780.0,3135.0,2774.0,1752.0,5470.0,1251.0,2429.0,1992.0,1174.0,884.0,2013
Springfield city, Massachusetts,67000,Male,366.0,1682.0,5792.0,4349.0,6076.0,1929.0,3164.0,1072.0,563.0,1025.0,1123.0,343.0,2013
Worcester city, Massachusetts,82000,Male,749.0,5031.0,7518.0,7845.0,5327.0,2790.0,4739.0,1387.0,352.0,3232.0,3579.0,1112.0,2013
Ann Arbor city, Michigan,03000,Male,524.0,3044.0,4648.0,6455.0,4145.0,1163.0,2590.0,757.0,1559.0,1237.0,1418.0,129.0,2013
Dearborn city, Michigan,21000,Male,466.0,1920.0,3076.0,2514.0,2605.0,1534.0,2586.0,678.0,746.0,245.0,160.0,145.0,2013
Detroit city, Michigan,22000,Male,913.0,6704.0,9037.0,14975.0,16013.0,8624.0,15926.0,2124.0,4066.0,5887.0,4276.0,3001.0,2013
Farmington Hills city, Michigan,27440,Male,555.0,994.0,2721.0,2961.0,2970.0,1346.0,3778.0,831.0,1145.0,1435.0,735.0,240.0,2013
Flint city, Michigan,29000,Male,485.0,1913.0,2594.0,2524.0,1150.0,709.0,208.0,130.0,204.0,1554.0,1258.0,166.0,2013
Grand Rapids city, Michigan,34000,Male,1298.0,5040.0,7251.0,8099.0,8620.0,2296.0,3807.0,325.0,1478.0,1485.0,1335.0,286.0,2013
Kalamazoo city, Michigan,42160,Male,567.0,4040.0,3500.0,4876.0,1867.0,310.0,409.0,81.0,162.0,415.0,661.0,81.0,2013
Lansing city, Michigan,46000,Male,847.0,2691.0,3998.0,5996.0,2880.0,1066.0,1537.0,232.0,634.0,714.0,1040.0,476.0,2013
Livonia city, Michigan,49000,Male,316.0,2227.0,2488.0,4250.0,4009.0,1971.0,2764.0,1262.0,900.0,1536.0,816.0,508.0,2013
Rochester Hills city, Michigan,69035,Male,301.0,1370.0,2107.0,2783.0,3278.0,954.0,2700.0,844.0,1059.0,2060.0,1065.0,478.0,2013
Southfield city, Michigan,74900,Male,434.0,996.0,1220.0,1906.0,3198.0,1412.0,2388.0,508.0,776.0,962.0,816.0,350.0,2013
Sterling Heights city, Michigan,76460,Male,719.0,2276.0,3962.0,5229.0,4000.0,3125.0,5403.0,1271.0,1081.0,3032.0,1047.0,608.0,2013
Troy city, Michigan,80700,Male,141.0,1307.0,3112.0,2967.0,2885.0,1507.0,3209.0,1250.0,1486.0,2057.0,806.0,394.0,2013
Warren city, Michigan,84000,Male,443.0,1457.0,3843.0,5064.0,4905.0,2078.0,5152.0,681.0,1439.0,1151.0,828.0,419.0,2013
Westland city, Michigan,86000,Male,51.0,769.0,1217.0,3106.0,3858.0,698.0,4363.0,710.0,1067.0,1002.0,181.0,730.0,2013
Wyoming city, Michigan,88940,Male,206.0,2317.0,3657.0,4282.0,3838.0,1363.0,2152.0,516.0,78.0,547.0,429.0,471.0,2013
Bloomington city, Minnesota,06616,Male,283.0,1369.0,4389.0,4107.0,4304.0,1989.0,3633.0,946.0,831.0,833.0,399.0,321.0,2013
Brooklyn Park city, Minnesota,07966,Male,196.0,1250.0,1986.0,2713.0,3455.0,2031.0,2530.0,817.0,598.0,1474.0,745.0,287.0,2013
Duluth city, Minnesota,17000,Male,841.0,3403.0,5322.0,4762.0,2924.0,782.0,953.0,81.0,745.0,409.0,187.0,306.0,2013
Eagan city, Minnesota,17288,Male,576.0,1578.0,2096.0,3133.0,2756.0,1368.0,2553.0,768.0,769.0,1415.0,806.0,407.0,2013
Maple Grove city, Minnesota,40166,Male,93.0,982.0,1774.0,1825.0,2272.0,1847.0,3045.0,493.0,1165.0,1874.0,713.0,227.0,2013
Minneapolis city, Minnesota,43000,Male,1653.0,7366.0,16196.0,18902.0,22588.0,9125.0,16829.0,3617.0,2275.0,4298.0,2879.0,1321.0,2013
Plymouth city, Minnesota,51730,Male,133.0,1808.0,2238.0,3878.0,3301.0,1409.0,3178.0,661.0,839.0,1097.0,399.0,47.0,2013
Rochester city, Minnesota,54880,Male,444.0,5412.0,7741.0,6963.0,2030.0,607.0,1970.0,89.0,50.0,602.0,834.0,509.0,2013
St. Cloud city, Minnesota,56896,Male,721.0,2918.0,4891.0,4222.0,1813.0,446.0,868.0,141.0,449.0,725.0,696.0,158.0,2013
St. Paul city, Minnesota,58000,Male,1139.0,4138.0,9365.0,13533.0,12963.0,5644.0,11543.0,1601.0,1913.0,3256.0,1782.0,1232.0,2013
Woodbury city, Minnesota,71428,Male,182.0,1957.0,2096.0,2340.0,2772.0,1645.0,2191.0,415.0,638.0,2149.0,377.0,114.0,2013
Gulfport city, Mississippi,29700,Male,921.0,3033.0,2872.0,3904.0,1718.0,388.0,1209.0,0.0,157.0,224.0,374.0,605.0,2013
Jackson city, Mississippi,36000,Male,698.0,1810.0,5659.0,6961.0,7111.0,2027.0,6725.0,257.0,0.0,1322.0,128.0,367.0,2013
Columbia city, Missouri,15670,Male,815.0,5212.0,9065.0,7535.0,2121.0,478.0,1411.0,528.0,269.0,1298.0,736.0,179.0,2013
Independence city, Missouri,35000,Male,198.0,2641.0,2939.0,3849.0,3273.0,2850.0,6853.0,1166.0,903.0,1635.0,377.0,290.0,2013
Kansas City city, Missouri,38000,Male,3215.0,10947.0,16194.0,21360.0,21211.0,10036.0,17809.0,3284.0,1966.0,4927.0,2712.0,957.0,2013
Lee's Summit city, Missouri,41348,Male,188.0,2945.0,3683.0,2781.0,2755.0,1352.0,4301.0,1067.0,1644.0,2118.0,891.0,130.0,2013
O'Fallon city, Missouri,54074,Male,907.0,1248.0,2098.0,3830.0,2829.0,1920.0,3187.0,1623.0,1229.0,2332.0,366.0,117.0,2013
St. Charles city, Missouri,64082,Male,397.0,2682.0,1299.0,3613.0,4744.0,1269.0,1731.0,577.0,603.0,758.0,156.0,132.0,2013
St. Joseph city, Missouri,64550,Male,245.0,2075.0,6353.0,4380.0,2160.0,314.0,446.0,43.0,167.0,587.0,685.0,334.0,2013
